user_id,total_watch_time_mins,avg_session_duration_mins,number_of_sessions,viewing_frequency_per_week,completion_rate,weekend_viewing_ratio,genre_action_ratio,genre_comedy_ratio,genre_drama_ratio,genre_thriller_ratio,genre_scifi_ratio,genre_romance_ratio,genre_horror_ratio,genre_animation_ratio,top_genre
USR-1641,670.2,16.1,34,7.0,0.64,0.77,0.04,0.344,0.056,0.014,0.014,0.214,0.008,0.309,Comedy
USR-1642,1012.6,20.3,37,6.9,0.61,0.45,0.015,0.405,0.038,0.085,0.0,0.175,0.022,0.259,Comedy
USR-1643,881.5,27.4,34,9.3,0.73,0.62,0.029,0.365,0.059,0.067,0.008,0.139,0.0,0.333,Comedy
USR-1644,879.8,33.6,23,7.6,0.76,0.64,0.0,0.499,0.059,0.041,0.0,0.212,0.0,0.189,Comedy
USR-1645,848.6,24.5,28,6.6,0.68,0.48,0.055,0.284,0.051,0.085,0.019,0.107,0.014,0.385,Animation
USR-1646,772.3,26.6,38,5.3,0.62,0.37,0.031,0.455,0.038,0.042,0.0,0.112,0.006,0.318,Comedy
USR-1647,882.7,29.8,34,7.5,0.65,0.55,0.056,0.488,0.064,0.038,0.008,0.093,0.004,0.249,Comedy
USR-1648,921.3,20.9,41,8.0,0.65,0.53,0.017,0.414,0.053,0.041,0.0,0.164,0.0,0.311,Comedy
USR-1649,588.0,26.8,36,6.2,0.57,0.5,0.051,0.502,0.026,0.037,0.011,0.156,0.01,0.206,Comedy
USR-1650,769.2,21.3,28,7.3,0.71,0.6,0.041,0.388,0.013,0.035,0.006,0.209,0.009,0.298,Comedy
USR-1651,811.8,29.3,29,6.6,0.7,0.46,0.083,0.399,0.035,0.065,0.012,0.166,0.017,0.222,Comedy
USR-1652,888.4,25.8,34,6.8,0.8,0.41,0.07,0.399,0.063,0.038,0.009,0.119,0.01,0.292,Comedy
USR-1653,1029.0,26.5,20,4.0,0.78,0.56,0.066,0.41,0.063,0.055,0.0,0.151,0.009,0.246,Comedy
USR-1654,734.2,21.1,44,6.7,0.58,0.6,0.045,0.386,0.019,0.063,0.017,0.162,0.023,0.285,Comedy
USR-1655,775.3,28.5,36,8.2,0.73,0.41,0.089,0.439,0.017,0.047,0.009,0.083,0.0,0.316,Comedy
USR-1656,773.1,35.4,41,6.2,0.55,0.66,0.019,0.355,0.067,0.021,0.0,0.264,0.016,0.259,Comedy
USR-1657,729.8,20.0,24,7.1,0.72,0.34,0.024,0.389,0.019,0.014,0.036,0.189,0.0,0.328,Comedy
USR-1658,797.9,23.3,41,6.1,0.6,0.48,0.055,0.405,0.057,0.049,0.017,0.179,0.002,0.237,Comedy
USR-1659,965.6,26.2,47,7.4,0.55,0.52,0.08,0.428,0.023,0.031,0.007,0.147,0.0,0.284,Comedy
USR-1660,2334.6,68.9,26,7.7,0.75,0.47,0.196,0.201,0.232,0.09,0.203,0.034,0.022,0.021,Drama
USR-1661,2080.4,58.1,38,9.1,0.74,0.39,0.193,0.19,0.205,0.131,0.191,0.038,0.019,0.033,Drama
USR-1662,2095.9,74.4,29,7.1,0.77,0.31,0.169,0.223,0.222,0.13,0.168,0.04,0.03,0.018,Comedy
USR-1663,1768.0,58.2,25,6.8,0.73,0.34,0.173,0.063,0.311,0.151,0.206,0.046,0.029,0.021,Drama
USR-1664,2010.1,81.9,29,8.3,0.82,0.53,0.2,0.174,0.216,0.144,0.177,0.032,0.045,0.012,Drama
USR-1665,1871.0,63.5,30,9.7,0.8,0.37,0.134,0.184,0.259,0.184,0.16,0.031,0.027,0.021,Drama
USR-1666,2215.0,73.1,33,6.2,0.84,0.36,0.15,0.195,0.279,0.11,0.164,0.039,0.042,0.02,Drama
USR-1667,1802.7,74.0,33,7.8,0.7,0.3,0.097,0.188,0.234,0.106,0.269,0.056,0.019,0.031,Sci-Fi
USR-1668,2498.9,57.5,27,5.4,0.75,0.21,0.116,0.187,0.239,0.133,0.254,0.043,0.014,0.014,Sci-Fi
USR-1669,1597.3,40.4,35,7.4,0.76,0.37,0.092,0.198,0.323,0.101,0.189,0.066,0.017,0.014,Drama
USR-1670,1858.0,69.3,28,8.1,0.82,0.41,0.169,0.202,0.271,0.125,0.123,0.051,0.035,0.024,Drama
USR-1671,2603.2,65.9,31,6.7,0.72,0.48,0.062,0.217,0.215,0.105,0.287,0.024,0.062,0.029,Sci-Fi
USR-1672,1969.5,71.7,35,7.3,0.85,0.18,0.117,0.167,0.236,0.167,0.23,0.053,0.019,0.01,Drama
USR-1673,1705.5,62.3,28,5.9,0.87,0.28,0.029,0.236,0.238,0.139,0.243,0.059,0.024,0.032,Sci-Fi
USR-1674,2165.7,59.8,29,8.1,0.7,0.33,0.135,0.11,0.337,0.08,0.265,0.048,0.021,0.003,Drama
USR-1675,1957.4,89.1,34,9.6,0.74,0.38,0.143,0.167,0.234,0.108,0.282,0.022,0.013,0.031,Sci-Fi
USR-1676,1849.2,47.3,27,6.4,0.74,0.37,0.188,0.218,0.19,0.132,0.185,0.046,0.034,0.007,Comedy
USR-1677,1771.2,73.8,30,7.1,0.99,0.37,0.15,0.202,0.195,0.14,0.203,0.045,0.029,0.035,Sci-Fi
USR-1678,2930.5,58.1,34,8.8,0.75,0.42,0.136,0.235,0.259,0.096,0.202,0.032,0.035,0.005,Drama
USR-1679,2024.5,61.0,42,9.8,0.91,0.3,0.181,0.152,0.272,0.133,0.198,0.02,0.015,0.03,Drama
USR-1680,1522.3,61.2,35,5.8,0.68,0.46,0.165,0.158,0.209,0.067,0.277,0.053,0.051,0.021,Sci-Fi
USR-1681,2548.1,55.4,34,7.7,0.7,0.42,0.167,0.172,0.241,0.129,0.194,0.05,0.028,0.018,Drama
USR-1682,2283.3,71.9,34,8.4,0.73,0.35,0.11,0.262,0.174,0.166,0.18,0.045,0.038,0.024,Comedy
USR-1683,1870.1,81.7,26,7.8,0.71,0.52,0.115,0.161,0.312,0.107,0.212,0.05,0.016,0.027,Drama
USR-1684,1820.1,70.6,32,4.3,0.76,0.52,0.124,0.194,0.331,0.079,0.202,0.029,0.03,0.012,Drama
USR-1685,2302.0,66.2,31,8.8,0.72,0.46,0.156,0.154,0.24,0.128,0.233,0.043,0.034,0.012,Drama
USR-1686,2025.9,53.2,33,10.3,0.71,0.11,0.152,0.212,0.234,0.101,0.181,0.06,0.033,0.026,Drama
USR-1687,1522.2,71.2,32,8.2,0.87,0.52,0.188,0.14,0.242,0.123,0.238,0.038,0.028,0.003,Drama
USR-1688,2636.2,90.9,33,6.5,0.88,0.45,0.17,0.181,0.333,0.096,0.153,0.017,0.036,0.015,Drama
USR-1689,1969.8,60.4,30,7.2,0.86,0.56,0.047,0.128,0.307,0.11,0.284,0.046,0.021,0.057,Drama
USR-1690,2548.7,60.5,32,10.7,0.82,0.49,0.203,0.146,0.272,0.075,0.214,0.036,0.04,0.013,Drama
USR-1691,2483.5,58.3,25,9.4,0.79,0.52,0.113,0.222,0.208,0.154,0.158,0.068,0.038,0.039,Comedy
USR-1692,1799.7,59.1,30,9.0,0.74,0.46,0.129,0.148,0.226,0.134,0.244,0.066,0.038,0.016,Sci-Fi
USR-1693,2410.0,32.1,38,8.5,0.7,0.5,0.12,0.269,0.258,0.086,0.193,0.017,0.031,0.026,Comedy
USR-1694,1904.6,69.9,33,7.0,0.81,0.56,0.149,0.118,0.262,0.152,0.188,0.079,0.021,0.032,Drama
USR-1695,1540.0,54.9,31,7.7,0.69,0.4,0.11,0.172,0.301,0.175,0.154,0.032,0.02,0.036,Drama
USR-1696,1972.6,45.7,41,7.9,0.7,0.24,0.161,0.184,0.227,0.116,0.203,0.083,0.008,0.018,Drama
USR-1697,2219.3,74.0,25,8.8,0.87,0.35,0.098,0.174,0.207,0.135,0.252,0.052,0.04,0.042,Sci-Fi
USR-1698,1961.2,52.0,26,10.3,0.93,0.42,0.178,0.148,0.208,0.139,0.243,0.027,0.042,0.015,Sci-Fi
USR-1699,2007.9,60.9,40,9.7,0.81,0.39,0.221,0.131,0.303,0.077,0.187,0.025,0.035,0.021,Drama
USR-1700,2443.1,82.6,32,5.9,0.87,0.27,0.093,0.134,0.282,0.174,0.21,0.055,0.032,0.021,Drama
USR-1701,2131.9,48.1,30,8.3,0.76,0.23,0.138,0.167,0.334,0.105,0.197,0.042,0.009,0.009,Drama
USR-1702,1847.0,46.6,26,9.1,0.67,0.31,0.052,0.271,0.291,0.147,0.15,0.051,0.021,0.018,Drama
USR-1703,2310.6,68.2,34,8.9,0.83,0.45,0.142,0.189,0.235,0.147,0.147,0.085,0.033,0.022,Drama
USR-1704,2159.3,78.8,34,7.1,0.83,0.52,0.158,0.205,0.285,0.104,0.173,0.032,0.028,0.014,Drama
USR-1705,1343.5,46.1,26,12.4,0.79,0.46,0.165,0.185,0.229,0.128,0.179,0.047,0.026,0.041,Drama
USR-1706,2228.5,69.9,31,6.1,0.76,0.48,0.136,0.2,0.232,0.113,0.208,0.07,0.03,0.01,Drama
USR-1707,2217.5,72.0,30,6.4,0.86,0.37,0.2,0.073,0.268,0.084,0.249,0.06,0.033,0.034,Drama
USR-1708,2106.0,40.3,33,8.4,0.7,0.22,0.27,0.18,0.11,0.118,0.24,0.019,0.033,0.031,Action
USR-1709,2367.5,74.6,26,11.2,0.72,0.34,0.186,0.198,0.281,0.086,0.161,0.051,0.02,0.017,Drama
USR-1710,1898.3,75.5,38,6.7,0.7,0.36,0.145,0.177,0.309,0.119,0.163,0.03,0.045,0.013,Drama
USR-1711,2200.9,61.3,36,7.6,0.79,0.34,0.09,0.245,0.261,0.079,0.212,0.076,0.025,0.012,Drama
USR-1712,1629.9,80.0,30,9.6,0.69,0.38,0.126,0.226,0.233,0.145,0.209,0.032,0.016,0.014,Drama
USR-1713,2222.1,78.6,30,8.0,0.73,0.42,0.12,0.172,0.275,0.179,0.111,0.117,0.024,0.002,Drama
USR-1714,2685.9,66.2,31,7.5,0.72,0.46,0.172,0.163,0.225,0.152,0.17,0.081,0.027,0.01,Drama
USR-1715,1801.5,59.6,28,8.8,0.76,0.35,0.11,0.15,0.301,0.17,0.185,0.037,0.043,0.006,Drama
USR-1716,1872.1,53.3,29,8.4,0.66,0.21,0.161,0.169,0.202,0.12,0.224,0.055,0.032,0.037,Sci-Fi
USR-1717,1887.0,64.5,30,9.5,0.79,0.34,0.191,0.136,0.27,0.105,0.175,0.068,0.029,0.027,Drama
USR-1718,2139.0,71.8,40,9.9,0.88,0.38,0.142,0.192,0.271,0.094,0.193,0.064,0.017,0.027,Drama
USR-1719,1781.1,61.1,36,8.5,0.79,0.49,0.121,0.131,0.259,0.15,0.207,0.063,0.041,0.028,Drama
USR-1720,2226.4,38.6,36,8.4,0.9,0.33,0.177,0.184,0.242,0.114,0.174,0.068,0.021,0.02,Drama
USR-1721,2354.1,80.2,33,8.3,0.89,0.43,0.085,0.233,0.228,0.134,0.195,0.054,0.033,0.039,Comedy
USR-1722,2260.3,67.3,26,8.7,0.84,0.41,0.154,0.128,0.227,0.179,0.197,0.048,0.051,0.016,Drama
USR-1723,1569.5,60.4,31,8.1,0.79,0.38,0.143,0.233,0.252,0.127,0.151,0.041,0.034,0.02,Drama
USR-1724,2398.6,75.3,36,8.0,0.78,0.46,0.143,0.19,0.27,0.09,0.204,0.064,0.013,0.026,Drama
USR-1725,2381.2,83.3,25,9.8,0.84,0.32,0.17,0.228,0.169,0.108,0.242,0.062,0.013,0.007,Sci-Fi
USR-1726,2349.0,31.4,35,10.3,0.75,0.33,0.167,0.143,0.264,0.134,0.162,0.053,0.028,0.049,Drama
USR-1727,2211.9,70.2,43,5.7,0.63,0.38,0.136,0.188,0.204,0.138,0.239,0.06,0.016,0.019,Sci-Fi
USR-1728,2166.1,47.9,37,8.0,0.82,0.32,0.136,0.227,0.242,0.138,0.189,0.009,0.037,0.022,Drama
USR-1729,2409.7,71.0,39,7.0,0.69,0.43,0.127,0.168,0.174,0.168,0.249,0.054,0.029,0.031,Sci-Fi
USR-1730,2677.1,66.5,33,7.5,0.7,0.32,0.119,0.247,0.197,0.161,0.166,0.052,0.03,0.028,Comedy
USR-1731,1814.1,72.6,36,8.6,0.78,0.4,0.174,0.175,0.287,0.128,0.114,0.08,0.022,0.02,Drama
USR-1732,2423.4,59.0,28,9.0,0.77,0.37,0.124,0.226,0.252,0.095,0.216,0.019,0.047,0.021,Drama
USR-1733,2074.1,42.5,35,7.8,0.67,0.4,0.177,0.184,0.222,0.077,0.202,0.078,0.056,0.005,Drama
USR-1734,2061.1,59.6,35,5.1,0.79,0.34,0.151,0.203,0.244,0.108,0.201,0.051,0.027,0.014,Drama
USR-1735,1639.0,69.9,33,6.6,0.86,0.35,0.136,0.119,0.288,0.15,0.183,0.063,0.035,0.026,Drama
USR-1736,2014.6,77.2,38,9.3,0.69,0.39,0.151,0.169,0.236,0.151,0.172,0.072,0.027,0.021,Drama
USR-1737,1800.8,50.9,29,3.9,0.88,0.4,0.127,0.158,0.259,0.139,0.189,0.064,0.029,0.034,Drama
USR-1738,1960.8,77.3,31,9.8,0.66,0.38,0.164,0.137,0.285,0.145,0.176,0.054,0.02,0.018,Drama
USR-1739,1770.5,57.2,32,8.8,0.95,0.53,0.14,0.22,0.263,0.099,0.206,0.048,0.017,0.005,Drama
USR-1740,1965.3,69.3,26,10.0,0.75,0.29,0.126,0.171,0.27,0.138,0.207,0.04,0.019,0.03,Drama
USR-1741,1978.2,58.9,33,7.7,0.79,0.37,0.163,0.133,0.241,0.138,0.214,0.047,0.032,0.033,Drama
USR-1742,2129.0,67.2,23,4.9,0.63,0.24,0.179,0.172,0.294,0.063,0.198,0.037,0.026,0.03,Drama
USR-1743,1615.6,75.7,37,8.6,0.78,0.41,0.205,0.134,0.278,0.113,0.195,0.051,0.004,0.019,Drama
USR-1744,1666.3,50.3,32,9.9,0.8,0.28,0.172,0.216,0.276,0.135,0.14,0.003,0.031,0.028,Drama
USR-1745,2208.6,56.8,29,9.4,0.77,0.35,0.158,0.142,0.275,0.12,0.173,0.055,0.028,0.051,Drama
USR-1746,1860.8,67.2,27,7.0,0.73,0.35,0.136,0.262,0.259,0.109,0.087,0.062,0.057,0.028,Comedy
USR-1747,2422.4,93.8,30,8.1,0.7,0.41,0.252,0.238,0.199,0.048,0.179,0.044,0.034,0.007,Action
USR-1748,2167.6,54.6,35,7.2,0.87,0.33,0.109,0.186,0.25,0.127,0.229,0.063,0.018,0.016,Drama
USR-1749,2282.0,89.5,34,6.8,0.78,0.33,0.173,0.186,0.276,0.109,0.205,0.02,0.007,0.024,Drama
USR-1750,2523.2,89.1,28,9.4,0.9,0.51,0.191,0.159,0.196,0.107,0.216,0.101,0.026,0.005,Sci-Fi
USR-1751,2007.1,63.8,27,6.2,0.74,0.41,0.095,0.257,0.249,0.115,0.198,0.044,0.022,0.02,Comedy
USR-1752,1927.7,61.4,35,6.7,0.75,0.33,0.147,0.22,0.271,0.137,0.114,0.048,0.04,0.024,Drama
USR-1753,2361.5,56.7,28,6.3,0.85,0.36,0.138,0.162,0.29,0.132,0.186,0.029,0.028,0.033,Drama
USR-1754,2252.9,64.2,32,5.8,0.65,0.53,0.22,0.163,0.282,0.054,0.145,0.055,0.045,0.036,Drama
USR-1755,2043.8,48.1,32,8.2,0.68,0.36,0.145,0.21,0.219,0.096,0.182,0.093,0.02,0.034,Drama
USR-1756,2517.4,64.1,33,9.7,0.87,0.32,0.151,0.181,0.219,0.12,0.209,0.077,0.043,0.0,Drama
USR-1757,2036.3,83.0,36,7.7,0.69,0.32,0.055,0.251,0.186,0.134,0.244,0.065,0.036,0.028,Comedy
USR-1758,2109.8,57.7,25,5.7,0.63,0.33,0.215,0.128,0.219,0.132,0.21,0.06,0.01,0.027,Drama
USR-1759,2106.4,62.1,22,9.3,0.93,0.33,0.11,0.19,0.247,0.137,0.205,0.044,0.044,0.023,Drama
USR-1760,1819.6,44.6,29,10.5,0.67,0.26,0.182,0.2,0.214,0.121,0.222,0.023,0.035,0.003,Sci-Fi
USR-1761,2123.3,69.5,41,7.0,0.79,0.28,0.143,0.172,0.318,0.108,0.168,0.045,0.033,0.012,Drama
USR-1762,2519.0,68.2,42,7.3,0.79,0.31,0.17,0.205,0.214,0.115,0.208,0.053,0.025,0.01,Drama
USR-1763,2233.5,65.8,41,8.8,0.56,0.43,0.159,0.153,0.276,0.125,0.189,0.062,0.037,0.0,Drama
USR-1764,2109.3,62.4,31,10.4,0.76,0.35,0.202,0.2,0.288,0.086,0.135,0.052,0.017,0.019,Drama
USR-1765,2051.5,61.5,23,7.2,0.82,0.36,0.138,0.176,0.254,0.125,0.193,0.071,0.033,0.01,Drama
USR-1766,2199.3,71.0,20,6.0,0.81,0.49,0.167,0.186,0.204,0.119,0.174,0.07,0.036,0.044,Drama
USR-1767,2324.9,64.7,28,8.9,0.85,0.5,0.177,0.064,0.29,0.129,0.253,0.044,0.022,0.02,Drama
USR-1768,2282.8,68.8,31,9.2,0.75,0.35,0.19,0.191,0.185,0.1,0.237,0.014,0.05,0.033,Sci-Fi
USR-1769,2000.4,67.6,38,8.0,0.84,0.32,0.152,0.131,0.341,0.091,0.153,0.09,0.037,0.005,Drama
USR-1770,2197.4,78.5,36,7.2,0.72,0.3,0.184,0.196,0.234,0.096,0.168,0.073,0.035,0.014,Drama
USR-1771,2244.0,73.1,33,9.5,0.67,0.44,0.195,0.24,0.23,0.11,0.166,0.023,0.015,0.021,Comedy
USR-1772,1797.8,67.3,27,8.8,0.68,0.36,0.229,0.169,0.224,0.058,0.151,0.095,0.061,0.013,Action
USR-1773,2150.5,83.2,27,6.8,0.66,0.35,0.158,0.216,0.161,0.146,0.203,0.074,0.023,0.02,Comedy
USR-1774,1451.6,70.0,33,8.1,0.86,0.31,0.136,0.148,0.188,0.14,0.282,0.05,0.038,0.017,Sci-Fi
USR-1775,2244.8,80.7,35,6.0,0.66,0.31,0.136,0.195,0.26,0.117,0.191,0.07,0.017,0.015,Drama
USR-1776,2298.1,72.3,33,9.0,0.8,0.41,0.092,0.178,0.223,0.102,0.269,0.075,0.023,0.037,Sci-Fi
USR-1777,2324.3,42.9,26,7.6,0.76,0.26,0.181,0.21,0.204,0.103,0.197,0.053,0.032,0.02,Comedy
USR-1778,1981.5,80.7,35,7.3,0.77,0.47,0.146,0.191,0.275,0.101,0.166,0.058,0.039,0.024,Drama
USR-1779,2192.7,66.6,34,8.0,0.89,0.33,0.146,0.172,0.308,0.113,0.167,0.056,0.016,0.023,Drama
USR-1780,2527.2,64.4,26,8.1,0.74,0.37,0.113,0.162,0.281,0.148,0.199,0.037,0.036,0.023,Drama
USR-1781,2524.1,68.4,28,9.3,0.83,0.26,0.098,0.216,0.204,0.151,0.221,0.05,0.041,0.019,Sci-Fi
USR-1782,2091.2,60.9,35,8.9,0.78,0.38,0.163,0.143,0.198,0.176,0.229,0.041,0.027,0.022,Sci-Fi
USR-1783,2141.8,67.7,30,7.8,0.77,0.35,0.149,0.172,0.345,0.099,0.131,0.041,0.043,0.02,Drama
USR-1784,2433.3,57.9,39,9.1,0.96,0.38,0.138,0.138,0.284,0.111,0.259,0.033,0.012,0.025,Drama
USR-1785,1649.8,80.3,34,8.6,0.66,0.51,0.16,0.213,0.264,0.071,0.198,0.038,0.024,0.032,Drama
USR-1786,2003.1,63.6,29,7.4,0.88,0.4,0.177,0.186,0.201,0.121,0.202,0.057,0.038,0.019,Sci-Fi
USR-1787,2500.7,60.4,31,7.8,0.83,0.31,0.135,0.137,0.296,0.136,0.203,0.043,0.021,0.027,Drama
USR-1788,2392.6,53.9,32,7.8,0.74,0.32,0.164,0.174,0.236,0.137,0.183,0.058,0.031,0.017,Drama
USR-1789,2210.8,68.2,28,8.8,0.91,0.43,0.208,0.136,0.243,0.139,0.204,0.017,0.032,0.02,Drama
USR-1790,1648.3,67.2,27,7.4,0.63,0.5,0.17,0.098,0.281,0.123,0.24,0.046,0.027,0.015,Drama
USR-1791,2085.0,69.7,35,7.4,0.74,0.41,0.169,0.194,0.248,0.106,0.181,0.049,0.036,0.017,Drama
USR-1792,1923.0,52.7,36,11.0,0.68,0.44,0.17,0.214,0.201,0.143,0.162,0.046,0.029,0.035,Comedy
USR-1793,2199.3,45.8,35,9.4,0.81,0.43,0.099,0.219,0.258,0.101,0.213,0.051,0.036,0.023,Drama
USR-1794,1857.2,72.5,39,6.9,0.69,0.51,0.11,0.237,0.289,0.097,0.185,0.019,0.042,0.022,Drama
USR-1795,1792.3,82.8,29,8.9,0.81,0.2,0.156,0.143,0.256,0.113,0.239,0.053,0.035,0.005,Drama
USR-1796,1480.5,52.7,40,8.2,0.77,0.44,0.146,0.12,0.257,0.122,0.241,0.061,0.037,0.016,Drama
USR-1797,2466.5,84.1,27,8.6,0.74,0.47,0.166,0.176,0.295,0.065,0.203,0.059,0.018,0.017,Drama
USR-1798,1980.1,68.4,26,8.2,0.81,0.26,0.214,0.164,0.228,0.132,0.147,0.07,0.035,0.012,Drama
USR-1799,2147.1,64.9,23,9.8,0.76,0.3,0.184,0.15,0.266,0.147,0.155,0.055,0.022,0.021,Drama
USR-1800,2099.3,60.2,29,8.5,0.69,0.3,0.231,0.203,0.093,0.135,0.231,0.069,0.02,0.018,Sci-Fi
USR-1801,1779.8,48.4,29,7.9,1.0,0.31,0.147,0.149,0.218,0.183,0.204,0.051,0.028,0.02,Drama
USR-1802,1722.3,76.9,34,9.6,0.74,0.34,0.13,0.118,0.319,0.11,0.205,0.071,0.023,0.023,Drama
USR-1803,1798.4,55.7,33,8.3,0.6,0.4,0.165,0.181,0.257,0.122,0.201,0.021,0.042,0.012,Drama
USR-1804,1883.0,55.6,26,8.2,0.71,0.46,0.139,0.158,0.267,0.127,0.207,0.038,0.045,0.019,Drama
USR-1805,2210.0,76.9,30,8.5,0.68,0.48,0.206,0.184,0.192,0.114,0.193,0.079,0.011,0.02,Action
USR-1806,1861.3,42.4,30,7.9,0.85,0.3,0.201,0.17,0.332,0.122,0.116,0.001,0.024,0.035,Drama
USR-1807,2623.9,46.7,23,8.0,0.81,0.3,0.172,0.226,0.28,0.078,0.157,0.048,0.016,0.023,Drama
USR-1808,2408.1,64.8,27,7.1,0.81,0.5,0.177,0.217,0.259,0.092,0.155,0.065,0.023,0.012,Drama
USR-1809,2342.5,68.5,28,6.9,0.75,0.44,0.076,0.227,0.179,0.128,0.272,0.053,0.038,0.026,Sci-Fi
USR-1810,2064.1,70.8,39,6.5,0.76,0.39,0.18,0.122,0.251,0.163,0.174,0.043,0.029,0.038,Drama
USR-1811,2554.3,61.4,32,5.9,0.75,0.42,0.091,0.224,0.22,0.173,0.193,0.049,0.022,0.027,Comedy
USR-1812,2034.6,95.4,35,6.7,0.77,0.38,0.135,0.219,0.213,0.144,0.188,0.039,0.039,0.023,Comedy
USR-1813,2090.6,62.3,24,7.7,0.85,0.43,0.142,0.186,0.226,0.1,0.259,0.052,0.007,0.028,Sci-Fi
USR-1814,2151.0,62.2,37,8.2,0.81,0.35,0.16,0.211,0.211,0.09,0.227,0.033,0.038,0.031,Sci-Fi
USR-1815,2310.5,55.4,38,7.6,0.82,0.4,0.152,0.15,0.279,0.11,0.188,0.069,0.023,0.029,Drama
USR-1816,2291.1,66.5,22,4.5,0.82,0.24,0.214,0.111,0.162,0.182,0.19,0.082,0.031,0.027,Action
USR-1817,1957.5,72.4,28,10.4,0.85,0.32,0.125,0.149,0.337,0.114,0.172,0.047,0.025,0.031,Drama
USR-1818,1940.1,79.4,34,9.6,0.8,0.32,0.17,0.238,0.261,0.076,0.181,0.021,0.043,0.009,Drama
USR-1819,2292.0,47.1,35,8.7,0.81,0.35,0.179,0.138,0.283,0.12,0.209,0.045,0.02,0.006,Drama
USR-1820,2314.6,62.0,28,10.9,0.88,0.3,0.083,0.176,0.289,0.14,0.217,0.045,0.029,0.021,Drama
USR-1821,1982.0,70.4,30,6.5,0.73,0.33,0.12,0.192,0.188,0.149,0.229,0.064,0.037,0.022,Sci-Fi
USR-1822,1623.8,72.0,29,10.8,0.71,0.24,0.157,0.174,0.237,0.124,0.244,0.033,0.015,0.016,Sci-Fi
USR-1823,2037.8,65.1,32,6.6,0.69,0.43,0.181,0.151,0.227,0.131,0.233,0.032,0.019,0.026,Sci-Fi
USR-1824,2287.1,71.5,37,8.4,0.79,0.37,0.155,0.168,0.293,0.048,0.253,0.055,0.026,0.001,Drama
USR-1825,2641.6,55.3,28,6.1,0.63,0.23,0.11,0.167,0.263,0.131,0.218,0.073,0.022,0.016,Drama
USR-1826,1740.6,83.7,37,8.0,0.82,0.3,0.144,0.123,0.271,0.145,0.243,0.037,0.022,0.015,Drama
USR-1827,1972.0,76.9,28,8.6,0.77,0.41,0.237,0.194,0.226,0.098,0.191,0.024,0.027,0.004,Action
USR-1828,1983.2,48.9,27,7.8,0.87,0.33,0.131,0.189,0.232,0.08,0.209,0.098,0.031,0.03,Drama
USR-1829,2506.7,52.1,36,9.1,0.73,0.32,0.126,0.197,0.306,0.059,0.222,0.06,0.024,0.006,Drama
USR-1830,2089.5,52.4,36,8.1,0.76,0.37,0.151,0.131,0.267,0.149,0.214,0.04,0.036,0.013,Drama
USR-1831,1827.8,73.1,36,7.2,0.87,0.41,0.185,0.133,0.252,0.101,0.209,0.069,0.021,0.03,Drama
USR-1832,2267.6,49.6,25,7.1,0.89,0.25,0.135,0.173,0.291,0.13,0.178,0.049,0.018,0.027,Drama
USR-1833,1978.6,61.0,29,9.2,0.73,0.43,0.155,0.221,0.254,0.126,0.131,0.061,0.045,0.008,Drama
USR-1834,1732.7,70.5,36,7.0,0.79,0.31,0.126,0.19,0.254,0.152,0.183,0.049,0.022,0.025,Drama
USR-1835,1832.2,64.2,32,9.4,0.8,0.38,0.154,0.179,0.263,0.099,0.225,0.045,0.015,0.02,Drama
USR-1836,2620.2,68.1,26,9.8,0.81,0.38,0.146,0.201,0.285,0.097,0.175,0.044,0.012,0.04,Drama
USR-1837,2215.3,52.2,34,5.5,0.76,0.33,0.161,0.187,0.232,0.119,0.22,0.02,0.039,0.023,Drama
USR-1838,2132.3,72.1,28,9.7,0.88,0.29,0.108,0.166,0.254,0.142,0.21,0.08,0.024,0.017,Drama
USR-1839,2025.0,57.6,40,11.1,0.63,0.35,0.126,0.222,0.249,0.124,0.203,0.034,0.03,0.012,Drama
USR-1840,2187.6,61.1,39,8.4,0.75,0.53,0.196,0.165,0.213,0.095,0.264,0.024,0.03,0.013,Sci-Fi
USR-1841,2184.1,67.9,35,8.9,0.82,0.26,0.193,0.162,0.31,0.097,0.11,0.06,0.053,0.015,Drama
USR-1842,2187.7,66.2,38,9.6,0.82,0.53,0.171,0.221,0.261,0.088,0.16,0.033,0.03,0.036,Drama
USR-1843,2134.5,65.3,32,7.6,0.89,0.36,0.143,0.238,0.173,0.151,0.169,0.051,0.055,0.021,Comedy
USR-1844,2360.6,56.0,35,8.3,0.88,0.38,0.184,0.134,0.289,0.109,0.165,0.063,0.031,0.025,Drama
USR-1845,2106.9,61.4,39,6.0,0.76,0.28,0.138,0.234,0.123,0.112,0.234,0.077,0.045,0.039,Sci-Fi
USR-1846,1806.6,65.0,33,8.2,0.88,0.31,0.121,0.207,0.324,0.083,0.178,0.056,0.032,0.0,Drama
USR-1847,1916.3,48.5,30,8.7,0.72,0.33,0.16,0.159,0.287,0.108,0.191,0.039,0.026,0.029,Drama
USR-1848,1506.3,59.4,23,8.8,0.85,0.29,0.194,0.145,0.234,0.111,0.221,0.05,0.024,0.02,Drama
USR-1849,2708.0,69.7,31,9.6,0.92,0.36,0.135,0.194,0.263,0.117,0.17,0.061,0.035,0.026,Drama
USR-1850,2358.8,49.7,36,6.8,0.88,0.34,0.223,0.154,0.259,0.157,0.148,0.014,0.034,0.011,Drama
